.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Notepad NCR 3125
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 400
.Y_POINTS_PER_INCH 400
.POINTS_PER_SECOND 100

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID htca1220
.WRITER_ID ht

.PEN_DOWN
756 3018 2454763
752 3006 2454777
752 2986 2454791
748 2962 2454805
744 2931 2454819
736 2895 2454833
732 2852 2454847
724 2800 2454861
716 2749 2454875
708 2694 2454889
700 2642 2454903
688 2595 2454917
680 2551 2454931
672 2520 2454945
665 2492 2454959
657 2480 2454973
653 2476 2454987
649 2484 2455001
649 2504 2455015
649 2536 2455029
653 2575 2455043
657 2622 2455057
665 2674 2455071
676 2733 2455085
684 2788 2455099
696 2844 2455113
712 2895 2455127
724 2942 2455141
736 2982 2455155
748 3018 2455169
764 3037 2455183
775 3049 2455197
787 3049 2455211
799 3037 2455225
811 3014 2455239
819 2978 2455253
827 2939 2455267
835 2895 2455281
839 2844 2455295
847 2792 2455309
855 2737 2455323
859 2686 2455337
862 2634 2455351
866 2591 2455365
870 2555 2455379
866 2532 2455393
866 2516 2455407
866 2512 2455421
.PEN_UP
.PEN_DOWN
720 2713 2455561
708 2713 2455575
700 2717 2455589
700 2713 2455603
700 2713 2455617
708 2717 2455631
720 2717 2455645
736 2717 2455659
752 2725 2455673
767 2729 2455687
791 2733 2455701
811 2737 2455715
.PEN_UP
.PEN_DOWN
922 2698 2455939
918 2701 2455953
918 2701 2455967
914 2698 2455981
914 2686 2455995
914 2666 2456009
918 2642 2456023
918 2607 2456037
922 2571 2456051
926 2532 2456065
930 2492 2456079
934 2453 2456093
938 2413 2456107
942 2381 2456121
946 2350 2456135
946 2330 2456149
942 2318 2456163
938 2326 2456177
934 2342 2456191
930 2374 2456205
926 2409 2456219
926 2449 2456233
926 2496 2456247
926 2540 2456261
930 2587 2456275
934 2634 2456289
942 2678 2456303
954 2713 2456317
965 2745 2456331
981 2761 2456345
993 2769 2456359
1001 2769 2456373
1013 2757 2456387
1017 2741 2456401
1017 2721 2456415
1017 2698 2456429
1013 2670 2456443
1005 2646 2456457
993 2622 2456471
981 2603 2456485
969 2583 2456499
957 2571 2456513
950 2563 2456527
942 2563 2456541
942 2567 2456555
942 2575 2456569
946 2591 2456583
954 2603 2456597
.PEN_UP
.PEN_DOWN
1155 2705 2456821
1155 2713 2456835
1155 2725 2456849
1151 2733 2456863
1148 2741 2456877
1144 2749 2456891
1136 2757 2456905
1124 2761 2456919
1116 2757 2456933
1104 2749 2456947
1100 2741 2456961
1096 2721 2456975
1088 2705 2456989
1088 2678 2457003
1088 2654 2457017
1092 2634 2457031
1100 2615 2457045
1108 2603 2457059
1120 2591 2457073
1132 2587 2457087
1144 2591 2457101
1159 2603 2457115
1167 2619 2457129
1175 2642 2457143
1179 2666 2457157
1179 2690 2457171
1175 2709 2457185
1171 2725 2457199
1159 2737 2457213
1151 2741 2457227
1140 2745 2457241
1128 2745 2457255
1120 2741 2457269
1116 2733 2457283
1116 2721 2457297
1116 2713 2457311
1120 2701 2457325
1128 2698 2457339
1140 2698 2457353
.PEN_UP
.PEN_DOWN
1286 2899 2457507
1294 2923 2457521
1298 2946 2457535
1302 2966 2457549
1306 2982 2457563
1310 2990 2457577
1310 2990 2457591
1314 2982 2457605
1314 2970 2457619
1314 2946 2457633
1314 2911 2457647
1310 2871 2457661
1310 2832 2457675
1306 2792 2457689
1302 2749 2457703
1302 2705 2457717
1298 2666 2457731
1294 2634 2457745
1294 2611 2457759
1290 2591 2457773
1282 2583 2457787
1274 2587 2457801
1270 2607 2457815
1262 2626 2457829
1258 2654 2457843
1250 2682 2457857
1246 2709 2457871
1239 2741 2457885
1231 2765 2457899
1227 2784 2457913
1223 2800 2457927
1219 2812 2457941
1215 2816 2457955
1219 2812 2457969
1219 2804 2457983
1223 2788 2457997
1231 2777 2458011
1239 2761 2458025
1250 2745 2458039
1262 2733 2458053
1278 2725 2458067
1294 2725 2458081
1314 2729 2458095
1330 2737 2458109
1349 2753 2458123
1365 2773 2458137
1381 2796 2458151
1393 2828 2458165
1405 2860 2458179
1413 2891 2458193
1413 2923 2458207
1413 2950 2458221
1409 2970 2458235
1401 2982 2458249
1393 2990 2458263
1385 2986 2458277
1373 2974 2458291
1365 2950 2458305
1353 2919 2458319
1341 2883 2458333
1338 2844 2458347
1334 2800 2458361
1334 2761 2458375
1338 2729 2458389
1345 2698 2458403
1353 2678 2458417
1365 2662 2458431
1381 2654 2458445
1393 2658 2458459
1405 2666 2458473
1421 2678 2458487
1433 2694 2458501
1444 2705 2458515
1452 2717 2458529
1460 2721 2458543
1460 2725 2458557
1464 2725 2458571
1464 2717 2458585
1464 2709 2458599
1464 2698 2458613
1464 2678 2458627
1464 2662 2458641
1468 2646 2458655
1468 2630 2458669
1476 2619 2458683
1484 2611 2458697
1492 2607 2458711
1500 2603 2458725
1508 2607 2458739
1524 2619 2458753
1535 2634 2458767
1543 2646 2458781
1555 2666 2458795
1567 2686 2458809
1571 2705 2458823
1575 2729 2458837
1579 2749 2458851
1579 2769 2458865
1579 2784 2458879
1575 2796 2458893
1571 2804 2458907
1563 2804 2458921
1555 2800 2458935
1547 2788 2458949
1539 2777 2458963
1535 2761 2458977
1528 2741 2458991
1528 2721 2459005
1528 2698 2459019
1528 2678 2459033
1531 2658 2459047
1539 2646 2459061
