.DATA_SOURCE Siemens-AG
.DATA_ID PeP
.DATA_CONTACT
 Siemens AG
 ZFE ST SN 56
 D-81730 Munich
 Germany
 Fax.: ++49 / 89 / 636 2393
 Volkmar Pflug: Tel. ++49 / 89 / 636 49479,
 e-mail: Volkmar.Pflug@zfe.siemens.de
 Gerd Maderlechner: Tel.: ++49 / 89 / 636 3389,
 e-mail: gm@zfe.siemens.de
.DATA_INFO Cursive Handwriting
 German Words

.PAD Notepad NCR 3125
 Electromagnetic resonance sensor
 Untethered pen, tip switch and side button

.X_POINTS_PER_INCH 400
.Y_POINTS_PER_INCH 400
.POINTS_PER_SECOND 100

.COORD X Y T
.HIERARCHY WORD
.STYLE CURSIVE

.COMMENT previously: .WRITER_ID htca1409
.WRITER_ID ht

.PEN_DOWN
855 2986 1019792
859 2954 1019806
862 2915 1019820
870 2871 1019834
882 2816 1019848
890 2757 1019862
902 2694 1019876
914 2626 1019890
926 2559 1019904
938 2500 1019918
950 2441 1019932
961 2389 1019946
973 2346 1019960
981 2314 1019974
989 2298 1019988
1001 2295 1020002
1009 2310 1020016
1021 2342 1020030
1033 2385 1020044
1045 2441 1020058
1056 2504 1020072
1072 2579 1020086
1092 2650 1020100
1108 2721 1020114
1120 2788 1020128
1136 2852 1020142
1148 2907 1020156
1155 2958 1020170
1163 2994 1020184
1167 3018 1020198
1171 3029 1020212
.PEN_UP
.PEN_DOWN
1246 2634 1020506
1250 2634 1020520
1254 2634 1020534
1254 2638 1020548
1254 2642 1020562
1254 2650 1020576
1250 2658 1020590
1246 2662 1020604
1239 2666 1020618
1235 2670 1020632
1223 2666 1020646
1215 2658 1020660
1207 2642 1020674
1203 2619 1020688
1195 2591 1020702
1187 2555 1020716
1183 2520 1020730
1179 2480 1020744
1179 2441 1020758
1179 2409 1020772
1187 2381 1020786
1191 2358 1020800
1203 2346 1020814
1211 2342 1020828
1219 2354 1020842
1223 2370 1020856
1231 2397 1020870
1235 2429 1020884
1239 2460 1020898
1243 2500 1020912
1243 2532 1020926
1239 2559 1020940
1239 2583 1020954
1235 2599 1020968
1231 2611 1020982
1227 2615 1020996
1227 2611 1021010
1227 2607 1021024
1227 2599 1021038
1227 2587 1021052
1231 2579 1021066
1239 2571 1021080
1246 2567 1021094
1254 2563 1021108
1266 2563 1021122
1278 2563 1021136
1294 2563 1021150
1310 2559 1021164
1326 2559 1021178
1341 2547 1021192
1357 2536 1021206
1369 2516 1021220
1381 2496 1021234
1393 2472 1021248
1401 2449 1021262
1409 2425 1021276
1413 2405 1021290
1417 2385 1021304
1417 2378 1021318
1413 2374 1021332
1409 2378 1021346
1401 2389 1021360
1393 2409 1021374
1385 2437 1021388
1377 2464 1021402
1369 2496 1021416
1365 2524 1021430
1357 2551 1021444
1353 2571 1021458
1345 2587 1021472
1341 2599 1021486
1345 2603 1021500
1349 2603 1021514
1353 2595 1021528
1361 2579 1021542
1369 2563 1021556
1377 2543 1021570
1389 2528 1021584
1401 2516 1021598
1417 2500 1021612
1429 2496 1021626
1448 2492 1021640
1464 2500 1021654
1476 2508 1021668
1488 2528 1021682
1500 2555 1021696
1512 2591 1021710
1524 2630 1021724
1535 2670 1021738
1543 2717 1021752
1551 2757 1021766
1551 2796 1021780
1555 2828 1021794
1555 2856 1021808
1559 2871 1021822
1559 2875 1021836
1559 2871 1021850
1559 2852 1021864
1559 2820 1021878
1563 2781 1021892
1563 2733 1021906
1563 2686 1021920
1567 2638 1021934
1571 2591 1021948
1571 2547 1021962
1579 2504 1021976
1579 2476 1021990
1583 2457 1022004
1583 2445 1022018
1583 2445 1022032
1579 2457 1022046
1575 2472 1022060
1567 2496 1022074
1563 2520 1022088
1555 2543 1022102
1547 2567 1022116
1539 2587 1022130
1528 2611 1022144
1520 2626 1022158
1512 2638 1022172
1504 2646 1022186
1496 2650 1022200
1496 2650 1022214
1496 2650 1022228
1500 2650 1022242
1504 2650 1022256
1512 2654 1022270
1524 2658 1022284
1539 2662 1022298
1559 2662 1022312
1583 2666 1022326
1607 2666 1022340
1630 2662 1022354
1654 2654 1022368
1674 2642 1022382
1694 2622 1022396
1710 2599 1022410
1725 2571 1022424
1737 2540 1022438
1745 2504 1022452
1749 2476 1022466
1749 2445 1022480
1753 2421 1022494
1749 2401 1022508
1741 2385 1022522
1737 2385 1022536
1733 2393 1022550
1729 2409 1022564
1725 2433 1022578
1725 2457 1022592
1722 2492 1022606
1718 2524 1022620
1718 2555 1022634
1718 2587 1022648
1718 2615 1022662
1722 2642 1022676
1725 2662 1022690
1733 2678 1022704
1741 2686 1022718
1753 2694 1022732
1769 2694 1022746
1781 2694 1022760
1797 2694 1022774
1813 2694 1022788
1832 2690 1022802
1848 2690 1022816
.PEN_UP
.PEN_DOWN
1967 2607 1023208
1971 2607 1023222
1975 2611 1023236
1979 2611 1023250
1983 2615 1023264
1983 2622 1023278
1983 2626 1023292
1979 2634 1023306
1975 2646 1023320
1967 2654 1023334
1955 2662 1023348
1947 2670 1023362
1931 2678 1023376
1919 2678 1023390
1904 2678 1023404
1888 2670 1023418
1876 2650 1023432
1864 2630 1023446
1852 2607 1023460
1844 2579 1023474
1840 2551 1023488
1840 2524 1023502
1844 2500 1023516
1852 2484 1023530
1860 2472 1023544
1868 2468 1023558
1880 2472 1023572
1892 2480 1023586
1904 2496 1023600
1915 2516 1023614
1923 2536 1023628
1931 2555 1023642
1935 2571 1023656
1939 2579 1023670
1943 2579 1023684
1947 2575 1023698
1951 2563 1023712
1955 2547 1023726
1963 2528 1023740
1967 2504 1023754
1975 2484 1023768
1987 2464 1023782
1999 2453 1023796
2010 2445 1023810
2022 2441 1023824
2038 2449 1023838
2050 2460 1023852
2062 2480 1023866
2074 2504 1023880
.PEN_UP
.PEN_DOWN
2121 2615 1023964
2129 2619 1023978
2137 2622 1023992
2145 2619 1024006
2157 2615 1024020
2165 2607 1024034
